ratings,text
5,"Signed up with Tuas Power today after comparing between Keppel Electric, Geneco, Ohm, iSwitch and Tuas Power. Good and reliable!  Strongly recommend. Competitive rates for 2 years!!!!!! "
4,Just signed up fixed rate to lock in rate for 3 years. Integrated bill with SP Group so foresee no more problems using U-save unlike what I personally experienced with Sembcorp Power. 
5,"Among the retailers, I prefer a more established company or one with generation plant as it seemed to be more stable thus it is one of the few in my consideration.   Chosen Tuas Power after comparing with Geneco and Sembcorp as the company offers integrated billing with SP which is convenient to settle just one bill with water & gas and yet enjoying a lower electricity rate.  Earning linkpoints monthly is also a value added benefit besides the one month free electricity offered months back. The 36 mths fixed rate is truly a good choice seeing that SP tariff is going up.   Customer service is prompt too and willing to clarify the doubts we have."
5,"Hope this helps and end up your misery on thinking which OEM to choose. Don’t fall with the lowest price offered.  Same as the rest, I have done my shot on researching and reading reviews from other ppl. Finally, I have decided to switch to Tuas Power.  Reason why I chose Tuas Power: 1. No hidden charges. No additional carbon tax and transmission loss fee. All inclusive 17.98$ 2. Share same billing with SP Services. Don’t need to track 2 bills.  3. No security deposit required.  4. Fuss free online application and can WhatsApp the needed documents 😉 5. Tuas Power offers almost same package with OHM except that for TP u will earn NTUC linkpoints for every 8Kwh usage. 6. Plus plus plus 1% rebate on bill if you are paying with POSB Everyday MasterCard.  7. 30$ rebate for online applications + 20$ rebate for referrals.  I don’t see any point of staying with SP because they charge 23.85c/KWh (exclude GST) whereas Tuas Power is charing 17.98c/KWh (include GST). Not the lowest in the market but definitely no funny nonsense from them."
5,"Very easy switch and my electricity is working just fine. My entire month's bill is also cheaper too!  Not only that, there's Ntuc link points to be earned every month. Would recommend it to anyone that's thinking of switching their electricity supplier.  The roadshow staff from Tuas are friendly and helpful as well :) "
5,Sign up was smooth and fast! Receive $20 bill rebate here when you sign up RCC3A7A !!!!!!!!!!!!!!!!!!!!! 
5,"I switch to Tuas power a couple of months I have notice that compare to prev with SP, it’s save on my every mth. As compare to last year billing. Tuas power is good. Trust Tuas power. 👍🏻👍🏻👍🏻 "
5,"My household in Zone 2 was the 3rd batch for the OEM and launched in January this year. Being cautious, I took time to attend roadshows to hear out the packages of some retailers (Geneco, iSwitch, Keppel Electric, Senoko & Tuas Power), comparing rates/plans and reading reviews of earlier applicants. Two months ago, I signed up with Tuas Power for PowerFix36 with the objective to get maximum savings based on my household electricity consumption.   Would like to share my pre-signup considerations and my experiences during signup and now a customer. 1. Reputable company, has been generating electricity since 1999. 2. Prompt response to my emails and very informative live chats when seeking clarifications before online sign up & as a customer. To me, good customer service is very important, especially post- acquisition. 3. Price comparison - Tariff at 17.98 cts per kWh (incl GST) is competitive with other retailers but much better than SP 25.92 cts (incl GST).  4. Promo rebate in May/June - Attractive $120 bill rebate for PowerFIX36 (now $100) to offset future bills, hence savings. 5. Free 1 year AVIVA insurance - choose either home protection, personal accident or travel insurance. 6. Easy online sign up with uploading documents.  7. No additional security deposit required. 8. Correspondence - Email updating on action in progress ie working with SP on the change of retailer, etc and confirming activation date. 9. Activation within 2 weeks of sign up. No action required of me. 10. Integrated bill - No change in billing, one SP bill. Just received bill which stated clearly ""Electricity Services by TP"" and ""Water Servics by PUB'"" and the respective kWh & CuM usage. Happy to see smaller billed amount for electricity. 11. 1% cashback using POSB Everyday credit card for auto-bill payment 12. 1 NTUC Linkpoint for every 8 kWh use. 13. Referral code - Used my sister's referral code. Each of us (ie referrer & referee) will get $20 rebate reflected in our bills. I also received my personalized referral code and can start to earn rebates when my friends use my referral code. 👍  So far, I have not encountered anything negative and am happy to have made the switch of retailer.   Certainly I do worry that the regulated tariff may over time be much much better than the current lock-in 36 months PowerFix36 as there is a $200 early termination charge before the contract ends.  Recently it was announced that the next quarter regulated tariff will increase. If this trend continues, then my worry may not be necessary.  Hope these info will be helpful to those who are still pondering to switch or not to switch and the retailer to select. 😃💖"
5,"Here are top 7 reasons why I signed up with Tuas Power after comparing between Ohm, Geneco, iSwitch and Tuas Power.  1) Integrated billing which means you won’t receive two separate bills, or set up additional GIRO payment  2) Billing transparency means having a piece of mind. Out of all the retailers, only Tuas Power shows the usage in figures (i.e. XXX kWh); exactly as what is shown in your SP bill now.  3) One of the best sign-up promos. Tuas is currently offering $100 bill rebate for PowerFIX 36 Plan or $80 bill rebate for PowerFIX 18/24 Plan, and have a 1% rebate with POSB everyday card and/or 5% UOB One Card rebate + 1% off with UOB 4) Earn 1 NTUC Link Point for every 8kWh 5) No additional security deposit which some other retailers charge. 6) Third-party charges such as Transmission Loss Factor (TFL) is absorbed. 7) Free 12 Months Insurance Protection by AVIVA  Here is the step by step guide to sign up  1. Go to https://cuscare.tpsupply.com.sg/residential_signup/ 2. Under the Campaign or Referral Code, key in limited time promo code to get $100 bill rebate for PowerFIX 36 Plan or $60 bill rebate for PowerFIX 18/24 Plan.  "
4,"Simply sign up online, very easy in less than 10mins. Use referral code to get bill rebate $20 extra on top of $60 (any 18/24mth sign up) or $100 (PowerFIX36) when apply online. You can also call their friendly customer services hotline 68386888 for more information, your queries answered immediately 👍"
5,It was a seamless switch over to Tuas Powers thanks to the integrated billing and now my bills are cheaper than before. It confirms I made the right decision. 
5,It’s really convenient. I get the same SP bill but with savings now. Sign up online is less than 10 mins. No additional charge for physical bill and no additional admin fee or other charges. No need to change meter too. Everything still the same but you get savings now. Sign up now and there is still rebates.  There is still 12 months free insurance plan. Start your savings.
5,"Tuas Power provides the convenience for us with 1 billing, unlike other retailers which have separate billing and even charge for hardcopy bills!  Perks- 1. Free 12 months Insurance protection - choose from  home contents, personal accident or travel insurance 2. Earn NTUC link points - 1 linkpoint with every 8kwh used 3. Fixed rate of $17.98 (inclusive of GST), the better rates in the market.   Sign up online now at  https://cuscare.tpsupply.com.sg/residential_signup/"
5,"I was in a dilemma deciding on which electricity retailer after doing my detailed research. Maybe it will be great for me to share with you guys my reasons for choosing Tuas Power fixed rate plan over the other retailers to avoid you getting into a dilemma as well, even though some retailers do give much more rebates.   Reasons for choosing Tuas Power: 1. Fuss free, easy online application. Can even send the documents through WhatsApp. 2. No hidden charges. No additional carbon tax and transmission loss fee. All inclusive 17.98 cents/kWh.  3. Share same billing with SP Services, much clearer bill. No confusion.  4. No security deposit required if you are under SP.  5. Earn NTUC linkpoints for every 8kWh used. 6. Get additional 1% rebate on bill if you are paying with POSB Everyday MasterCard.  7. Great customer service and helped answer my queries patiently.   With so many benefits and rebates ($80 rebate when I signed up during the promotion period, 2 Superfundae tickets, additional $20 rebate later on when I referred using my promo code), I immediately decided on Tuas Power then. Hope this helps you in making your decision.  "
5,Helped my mom switch to Tuas as she did not want the hassle of dealing with one more bill. SP billing is really convenient and she doesn't have to set up another GIRO payment. Switchover was hassle-free and she could enjoy cheaper electricity within a few weeks. I have also switched over to Tuas myself. It's okay that Tuas is not the cheapest as the difference between retailers amount to not even $2 per month. Just pick one and switch. I pick Tuas.
5,"Hi,   I just signed up for 24 months Tuas Power PowerFix plan.   The bill rebate will be credited into your SP bill within 2 months, depending on your SP Bill’s billing cycle. The bill rebate is inclusive of GST and can be used to offset all items in the SP Bill. Balance of the rebate will be brought forward to the following month' deduction or until it is completely utilized  dated: 8 Jul 2019"
5,"Signed up with Tuas Power FIXED Plan for 36 months.  Key reason was that FIXED rates are significantly lower than the historical tariff rates, with the tariffs moving upwards. If you notice, most 36 month plans across all retailers have a slightly higher rate vs the short term plans which indicates that the tariffs are likely to rise in future when the industry consolidates.   I signed up with TUAS POWER as it provided $120 rebate for a 36 month plan ($80 for 24 months), which is significant savings! Despite a 0.02 cents higher KWH rate vs competition, this only amounts to 40 cents savings per month based on my monthly usage. $120 rebate is much more worth it. Plus, receive fee waiver for NTUC LinkPoints membership & earn 1 link point for every 8kwh used & 1 year of free Aviva insurance. Visit: www.savewithtuas.com   Need more reasons? Tuas also gives the convenience of having a consolidated SP Services bill as per current! No extra effort to set up another Giro transaction & NO hidden admin/deposit costs/transmission loss factor.  Hope this helps! Thank you!"
5,"Online application link.  https://savewithtuas.com  Tuas Power now giving $120 for 36 months contract  ($80 for 18 and 24 months contract). Also you will have additional $30 for online signup incentives. Total $170 for 36 months ($130 for 18 or 24 months) bill rebate for you. They also giving 1000 link point worth $6.60. 1 linkpoint for every 8kwh usage. Plus Aviva insurance.   No change in billing arrangement with Singapore Power (SP).  Why I choose Tuas Power:  1. $120 or $80 bill rebate from Tuas Power.  2. Same billing arrangement with Singapore Power.  3. No other complicated t&c on rebate, cash back or billing arrangement.  4. Sign up online and you will get discounted rate.  5. Not the cheapest but difference is minimal at $0.002/KWh.  6. 1000 link points worth about $6.60.  7. Earn extra link points for every 8KWh usage.  8. Free 12 months insurance from Aviva. "
5,Hassle free switch and bill won’t be separated with my gas n water bills. The rebate of $120 very practical.
4,"Given that electricity tariffs are set to rise in Q3 2019, I was like ""mai tu liao..."" Need to get out of procrastination mode and switch electricity retailer now.  Decision-making process: 1) Among the more well-known electricity retailers, only Ohm and Tuas Power have integrated billing with SP, which is a key priority for me. Therefore, I considered to sign up with either of them at the start. 2) After examining the factsheets, both were relatively straightforward without any other fees/charges and bundled product/services that could become problematic in the long-run. 3) After looking though online reviews, it seems only Tuas Power shows the usage in figures, i.e. billing transparency. This is also a key consideration for me because I want raw data to track my monthly electricity usage, not just any ambiguous bar chart.  Therefore, at this point, it seems Tuas Power was the better choice for me. The question now was to choose the fixed-rate plan or discount-off-tariff plan? I did a month-by-month analysis (since Oct 2017) of my household's electricity consumption and compared the monthly savings I would achieve with both plans. It appears that on the average, I would save more with the discount-off-tariff plan. Eventually, I signed up for their PowerDO 24 plan. Note that this is a standard price plan, which I thought contains less uncertainty than non-standard price plans offered by Tuas Power. To me, 24 months is also an acceptable period to lock in the discount because I anticipate that the discounts offered in the market may be lower after the current promo period.  Other pros: - Online sign-up was relatively easy - just need to scan and upload NRIC and latest SP bill. - Got $80 bill rebate (to my surprise). - Can earn NTUC link points."
5,"I appreciate if you could use my referral code if my review has been helpful to you.   You get $80 (2yr ctrt) or $120 (3yr ctrt) bill rebate* if you use a referral code during signup. Otherwise you will only be entitled to a rebate of $60 (2yr ctrt) or $100 (3yr ctrt).   Signup with Tuas Power today and enjoy greater savings with no changes to your current billing cycle and arrangements, except cheaper rates! You will still be billed the same way, receive the same paper bill from SP services!  My transfer from SP services to Tuas Power has been straightforward and fuss-free. I was given the exact date of transfer upon signup, no need to guess and wonder when the transfer would be!   For Tuas Power’s integrated billing (same-bill), you won’t have to make separate arrangements for your existing GIRO payments, everything remains the same, except you get to enjoy cheaper rates now!   You won’t have to worry about forgetting to check your email for the latest bill, wondering when the bill will be emailed to you and having to pay 2 separate bills. I had absolutely no problems getting through to Tuas Power’s hotline as well and their CSO is helpful and friendly. No need to worry that nobody will pick your call or having to resort to posting on social media to get their attention cos I can only imagine how frustrating that could be.   Also your *U-Save voucher will be used to offset your whole bill since it is under same billing, whereas for separate billing, your U-Save voucher will only be used to offset your water & gas bill with SP Services, and your credit amount will keep snowballing.   There are no changes to my consumption since Tuas Power receives the meter readings from SP services (same bill), nothing has changed. My meter reading and consumption is stated clearly on the page 2 of the SP bill.   The SP tariffs went up 5.4% for 3rd quarter of 2019, highest ever in 5 years! Do yourself a favour and switch today! Start saving! "
5,Given me a great wonderful services which I love so much. Trusted them. Thumbs up and Highly recommended.
5,You will get a total rebate of $170 (36-month contract) or $130 (18/24-month contract)!  - 1000 NTUC LinkPoints (first 2000 Plus! members) - 1 LinkPoint for every 8kWh - Refer a Friend programme ($20 for each successful referral) - 1% Cash Rebate on your monthly electricity bills with POSB Everyday Card  Visit https://savewithtuas.com/ to sign-up.
5,"(Online Sign Up Bonus) bill rebate when you sign-up online https://savewithtuas.com/  Total rebate (with referral code): 18/24 mth - 80 + 20 + 30 = $130, 36 mth - 120 + 20 + 30 = $170  Why I choose Tuas Power:  1. Same SP bill 2. Cheaper rate than SP: 16.8 compared with SP ~22 (before GST) 3. Welcome signup bill rebate  4. Free 12 Months Aviva Insurance Protection 4. Earn NTUC linkpoints monthly"
5,Benefits of Tuas Power compare to others. 1) ONE billing invoice for all utilities.  2) Get additional $20 Bill Rebate thru online referral code.  3) Enjoy 1 Link point for every 8 kWh used.  4) 150 Link points for new NTUC membership and 1000 Link points 5) Prompt customer service answers all the enquiry.  6) Enjoy 1% rebate on the recurring utility bill for POSB Everyday card.
5,Why we choose  Tuas Power?  1. No relocation fee - We can move house without any penalty charge or fees 2. No hidden charge - Some companies charge for hard copy bills etc 3. Indirect billing - Convenience of a single bill with SP. Easier to check. 4. Good customer service - Staff was friendly & knowledgeable. She guided & assured me that I'll get the $50 referral rebates as I will be able to see the selected plan with referral code when I apply online. 5. Earn Link points
5,"Simply sign up online, very easy in less than 10mins. You can also call their friendly customer services hotline 68386888 for more information, your queries answered immediately 👍 Actually, I also started by using the referral code from other people review page."
5,"Easy and quick online application.  -Keep you SP bill -Payment using POSB Everyday card get additional 1% cash rebate -Sign-up rebate $80/120 -Earn up to 1000 NTUC Linkpoints -Referrers get a $20 bill rebate for each successful referral, and Referees get a $20 (Referral Bonus) + $30 (Online Sign Up Bonus) bill rebate! -12 mths free AVIVA insurance for home protection/travel/personal accident    Visit www.savewithtuas.com for more info."
5,"Receive $20 + $30 or Current Promo $80/ $120 (until 31 May 19) Bill Rebate!!!  $80  for 18/24 months sign up $120 for 36 months sign up After deliberating for so long and poring through all the fact sheets i finally decided on Tuas! Fixed 24 months   1) Convenience of paying one SP Services bill & Transparent billing 2)  Accumulate NTUC LinkPoints to offset our daily grocery shopping 3) 1% rebate from linked Everyday POSB card  4) Free 12 months Aviva Home/Travel/Personal Accident insurance 5) $200 early termination charge compared to the rest where they calculate remaining months X charges and some even X additional 30%  6) Carbon Tax & TLF (Transmission loss factor) included! 7) No security deposit needed if already with SP  8) No paper fee charge 9) No account closure fee after contract expires 10) Fuss free online application, able to send documents via Whatsapp  Thanks for reading! :)"
5,Why I signed up with TUAS Power:  -It is one of the few retailers backed by a power generating plant.  -Single billing with SP services -No security deposit required -Earn NTUC Link points  I found the application process really user friendly. Allowing the submission of documents via WhatsApp made it so convenient!
5,Very easy and simple to sign up. Took less than 10 minutes to complete.  Advantages:  1. Integrated billing with SP. You still get your bill in the same old way 2. Cheaper rate than SP 3. Welcome signup bill rebate of $80/$120 4. Earn NTUC linkpoints monthly
5,"Recommended by a friend.   Pros Same bill as SP, less hassle to track separate bills. Reasonable rate 1 NTUC linkpoints for every 8 kwh No hidden cost, carbon tax included No deposits for existing SP users  Cons $0.002 difference with other competitor is not much difference"
5,"Just signed up Tuas Power 22% off. $20 for using referral code online, $80 rebate for POWERDO plan, same SP utilities bill, 1 ntuc linkpoint per kWh used Step 1: https://cuscare.tpsupply.com.sg/residential_signup/ Step 2: key in referral code and click submit Step 3: Select POWERDO Then follow online instructions....need to upload nric front and back pic and SP bill pic. You will receive info of your sign up in 30 mins."
5,I read the reviews of all the different companies and decided on Tuas Power. Simplicity and easy to sign up. Easy upload of documents too. I signed up for the 24 mths package. 
5,"You will need to consider these when signing up. Disclaimer: This is pertaining to fixed plans and not Discount Over Tariffs plans. And this is not a sponsored post. It is just based on my own research. Hopefully it can shade some light for others.   Pro: 1. Cost $0.1798c/KWh (*as of 12 May 2019) This is not the cheapest, but the difference is at $0.002/KWh. How significant this difference will be depends on the amount of your electricity usage.  2. Billing arrangement It is one of the 3 providers that has billing arrangement with SP Group. So you don't have to worry about having a charge on paper bill, a separate paper bill that may cost money, or having just an electronic bill. This is your preference.   3. Insurance You can choose to get Aviva insurance cover for either Home Contents, Personal Accident OR Travel insurance. Just 1.   4. Credit Card Cash Rebate If you charge your monthly electricity bill with POSB Everyday Card, you can get 1% cash rebate. BUT, what I've seen so far is that the maximum rebate you will get from here is $1.  5. Rebate At roadshows, the salesperson might offer a slightly different discount. For online application, you can either get $80 (for fixed plan over 18/24 months) or $120 (for fixed plan over 36 months).   Con: 1. Rebate  The BIG clarification here is that $80/$120 will be the maximum rebate you will ever get. No additional rebate from referral from a friend + signing online rebate will be given. These discounts/rebates are not stackable. So take note if you are huge on getting more rebates.   These are the factors I've considered. Ultimately, I feel the most important is the cost and rebate, which will give you a better idea of which you would want to sign up for. And this is the only company that has a 18-month fixed plan. "
5,"By now you should be aware that most of the electric suppliers have more or less the same rate. I happened to go with Tuas Power, and the process is easy. A lot of documents can be submitted via Whatsapp, which is really a breeze. Enjoy the switch!"
5,"I just signed up with Tuas Power after reading a lot online. Reviews , comparison, tables, etc etc. I more I read the more I feel giddy... Hope I made the right choice with Tuas Power. I used one of the referral code from other user's comment too but not sure if it really works. Signing up was fast and seamless, commencement date is on 12 Jun. Reasons why I chose Tuas Power - There is a Tuas Power pamphlet came along with SP bill which make it looks more trustable, there is points for NTUC, and rebate for POSB everyday card.. and I just want to get this done and over quickly..haha. Please use my referral code too, to let me know if it really works. Enjoy!"
5,I decided to use 1 of the referral code here to sign up a 2 year fixed standard plan. Do not want to sign up 3 years as no one know what will happen down the road. So try out this 2 years contract first. Hopefully I also get extra $20 bill rebate using the referral code. Hurry! Go sign up before end of today to have the $80/$120 bill rebate.
5,"Have been using Tuas Power for the past 3 plus months and enjoyed around 20% savings on electricity as compared to the previous months before my household switched over. So far, Tuas Power has been really efficient with answering any queries I have had. Signing up is easily done online, with verification done over whatsapp. Can also confirm that the collection of the online sign up bonus vouchers are also convenient and efficient (just go down to their office located centrally in Somerset when you receive their email around 2 weeks from the date you officially switch over).  The fixed price plan is very reasonable at 17.98 cents. All this on top of the benefits of having the electricity bill integrated with the SP bill, no security deposit, 1 NTUC linkpoint for every 8KWH and bonus sign up vouchers for signing up online!"
5,"I opted for Tuas Power cos it offers   > more than $10++ savings per month since sign up in Jan 2019 > powering Singapore since 1999 [highly reliable]  > single billing with SP [hassle-free]  > Competitive pricing  > No extra service charges unlike other retailers e.g iSwitch ($5+)  > Offers NTUC linkpoints and vouchers  > $30 NTUC vouchers when sign up online  > Refer a friend online promotion 😅 ""Refer A Friend to Tuas Power and get a $20 voucher* for each sign-up!"" If your family signs up with Tuas Power, can get $20 voucher too. But I am not sure how they are going to send out the vouchers 😅 --> they will send you an email with PDF letter attached. The information is listed in there > offers rebate to bill!"
5,"Chose TP mainly  1. Same billing. 2. Ease of sign up 3. Lower cost compare to current SP. Others include rebates and linkpoints. Online sign up, there is fill in for either a campaign or referral code. Use referral code for additional $20 rebates!  Campaign code only have a $30 rebates."
5,*Ntuc links points for every 8kWh use* *1% cashback wt posb everyday card* *Free aviva insurance 12mths for home/personal/travel*  No separate bill No deposit No hidden charges No fees for relocation (except sp $10.70)  Easy to apply online wt nric & any sp power bill within 10mins or u can watsapps them too. Good knowledgeable cso :)
5,"Easy and quick online application.  -Keep you SP bill -Payment using POSB Everyday card get an additional 1% cash rebate -Sign-up rebate $80/120 -Earn up to 1000 NTUC Linkpoints -Referrers get a $20 bill rebate for each successful referral, and Referees get a $20 (Referral Bonus) + $30 (Online Sign Up Bonus) bill rebate! -12 mths free AVIVA insurance for home protection/travel/personal accident    Visit www.savewithtuas.com for more info."
5,"Up to $120* Bill Rebate Enjoy $120 rebate* off your bill when you sign up for a 36-month contract (PowerFIX 36).  Enjoy $80 rebate* off your bill when you sign up for 18 or 24-month contract (PowerDO 24, PowerFIX 18, PowerFIX 24).  Plus - Referrers get a $20 bill rebate for each successful referral, and Referees get a $20 (Referral Bonus) + $30 (Online Sign Up Bonus) bill rebate!   Most importantly - Low rates and single billing with SP services! :)"
4,"Easy and quick online application.  -Keep you SP bill -Payment using POSB Everyday card get addtional 1% cash rebate -Sign-up rebate $80/120 -Earn up to 1000 NTUC Linkpoints -Referrers get a $20 bill rebate for each successful referral, and Referees get a $20 (Referral Bonus) + $30 (Online Sign Up Bonus) bill rebate! -12 mths free AVIVA insurance for home protection/travel/personal accident    Visit www.savewithtuas.com for more info. Show less"
5,"After doing much research, i decided to choose Tuas power because  1. I don't have to tract 2 bills 2. No other hidden charges 3. The promotions comes with NTUC links points and free insurance ( 12 months)  Thank you"
5,$120 rebate when you sign up for a 36-month contract or $80 rebate when you sign up for 18 or 24-month contract
5,"Dear All,   Fixed Rate at 17.98 cents/kWh (with GST)!  $0.004 cents more than iSwitch for their 2/3 year plans. But, here are the key perks (from my view at least): 1) Tuas Power is regarded as one of the top 3 power providers in Singapore. 2)Incorporated in 1995 alongside the start of the reform of the power industry in Singapore.  3) Tuas Power is known as one of the country’s leading power generation companies and is a supplier of energy solutions, multi-utilities and environmental services. 4) Up to $120 off + Free 12 months Aviva Insurance (Choose from Home Contents, Personal Accident or Travel Insurance) 5) First 2,000 Plus! member receives 1,000 NTUC LinkPoints & accumulate savings each month by earning 1 LinkPoint for every 8kWh used. 6) Refer A Friend and get a $20 bill rebate. 7)  No change fee to opt out of SP and switch to a new supplier as Ohm and two other suppliers work with SP group for the same billing 8) - No security deposit"
4,"Been researching a lot on which electric retailer and finally choose this one. Benefits wise I think most of us have already shared here. For me, Paper bill is important so can discuss with my old folks of the usage from time to time. So SP direct bill would be the best option for me. Not so concern about Standard or non standard plan, since it is fixed rate and hardly feel there is any chance to change the charges within contract period (because 36 months which is even longer by double is considered as non-standard, and who will be locked for 36 months if they foresee any change in charges??), thus choose the shortest year for fixed rate in TP. Just make sure we remind ourselves on the 17th month to review again what’s the next be better option, if the rate has decreased (which I doubt so). A peace of mind for the next 1.5 years. Cheers!"
5,I signed up for PowerDO at Tuas Power because it is  - simple: having same bill with SP - able to earn NTUC LinkPoints - complimentary 12 months insurance with Aviva - $80 rebates
5,"Please feel free to use this if you decide to take up Tuas Power. Decided to choose Tuas Power because it is a most simple, clear and same bill with SP."
4,"After comparing with other suppliers, I decided to go for Tuas Power. It is the cheapest fixed rates among others. Have a good day ahead! :)"
5,Decided to try out Tuas Power after much consideration because of: -Same as SP bill -Earn 1 NTUC LinkPoint for every 8kWh used -Free 12 months Aviva Insurance -Hassle-free registration
5,"After much consideration, i decided on Tuas Power due to 1) One of the most competitive in terms of pricing 2) Tuas power has been around since 1995 vs the rest 3) The rebate of $80 or $120 is one of the better rebates, furthermore if you use any of the referral codes here, you will get extra $20 more in terms of rebates 4)Cancellation charge is more lenient vs the rest  5) Shares the same bill invoice as SP for easier accounting  Personally, i picked the 18months plan which gives the least amount of contract time yet still able to get the most rebates of $80"
5,I spent a long time researching on the different packages and finally choose Tuas Power for the following reasons:  1. Save $$$ and Huge Rebates $80-$120. 2. Same SP bills - No additional charge for the paper bill.    3. Free insurance  4. NTUC link points - monthly :) 5. Trusted provider - has been around a long time.
5,"Apply it upon completing your sign up. Signing up is easy. Took less than 10 mins. One of the lower fixed price plan if you choose to stick with the same SP bill only in lower kWh. Meaning to say, you will still receive the same SP bill monthly but in lower electricity rate. Not e-billing."
5,Just applied for Tuas Power and the swop will only commence on 12 June. Seems like they are quite popular! Liked the bill rebates of $80 (18/24 mths) and $120 (36 mths) and the additional 1 year insurance (choice of home content / travel / personal accidents).   Going to change from GIRO to paying with POSB everyday credit card too to get the addition 1% cashback.   Let's help one another save more money!!  Cheers!
5,"Sign up took me less than 10mins. It requires only your NRIC and your most recent SP bill. I signed up for the 24 months, 22% DOT plan to lock in the discount for 2 years. Visit www.savewithtuas.com for more info!"
5,"Like everyone else, I did a LOT of research. In the end, I decided on Tuas cos a. I am a kiasu Singaporean who wants things CHEAP but also confirm safe (won't close shop, etc). b. I like the openness - no additional fees. c. I like the 18month timeline. d. It's not Senoko. Keekee  Come la, join Tuas!"
5,"Decided to choose Tuas Power plan as it’s more convenient (an integrated bill, link to NTUC card, etc), high rebates and competitive pricing plan."
5,Definitely a good deal all around for a reliable and trusted provider. The $80/120 signup rebate means $3.30/$5 every bill for 2/3 years making this the lowest overall monthly rate. NTUC link points is definitely a plus 😊
5,1. Same bill as SP 2. Lower pricing than previously. 3. Can blast Aircon a bit more than last time. 4. Referral codes for even lower pricing.  Why not? Good things must share.
5,"Easy and quick online application.  -Keep you SP bill -Payment using POSB Everyday card get an additional 1% cash rebate -Sign-up rebate $80/120 -Earn up to 1000 NTUC Linkpoints -Referrers get a $20 bill rebate for each successful referral, and Referees get a $20 (Referral Bonus) + $30 (Online Sign Up Bonus) bill rebate! -12 mths free AVIVA insurance for home protection/travel/personal accident    Visit www.savewithtuas.com for more info."
5,"I've been hearing people raving about switching electricity retailers to cut their bill size. So I decided to research and found Tuas Power to be one of the 3 retailers in Sg to share the same bill as SP, bringing about convenience for my parents who might forget to pay the bill if it is electronic. Tuas Power is also one of the top few positively reviewed retailers, offering the enticing $80 off sign up (ends 30 June 2019) and relatively low fixed rates. I signed up for the 24 months fixed rate package. Be careful of signing up for non standard price plans (eg. 18 months) as the pricing structure could be subjected to changes by the retailer. Please read the fact sheet and terms and conditions before signing!"
5,"Online application link.  https://savewithtuas.com  Just sharing on my own experience.  Sign up for 24 months fixed rate (PowerFIX 24) standard price plan hence I get $80 rebate as part of the promo. The online sign up is easy and processing is fast. Signed up on 11 May. On 29 May, switched to Tuas Power. You will get mail/notification from SP Services and Tuas Power about the switch.  Reasons why I choose Tuas Power  1.	Same bill as SP Services 2.	Earn linkpoints for every 8 kWh used (since I shopped at NTUC frequently) 3.     Cashback for using POSB Everyday card 4.	No extra security deposit if your account is currently with SP Services 5.	Include the Transmission Loss Factor and Carbon Tax  The 18 months and 36 months fixed rate are non-standard price plan. After reading the footnotes, decided to go for 24 months plan instead.  I had also called the customer service to clarify. The maximum rebate for 18 and 24 months is $80, 36 months is $120. There is no additional $30 online sign-up incentive (this promo had ended months ago according to the customer service agent). You get $20 rebate for each successful referral and will be notify between 2-3 weeks time about the rebate which you earned.  If you still had clarifications, best to call them directly rather than contact them via their online contact form."
5,"Apply online to get $30 NTUC voucher U will get additional $20 NTUC voucher as compared to signing up at road shows. Website to sign up: www.savewithtuas.com When you sign up for Tuas Power, it will make you acknowledge that you are signing up for non-standard price plan. I've checked with one promoter, this is because standard price plan comes in 6, 12, 24 months etc. But Tuas power offers 18, 25 months etc. Rates will not be affected for that period when you are contracted to Tuas power. I chose powerfix18 plan with tuas power because there are only 3 companies with same bill as SP and Tuas power is one of them. Rates of all companies are almost the same and Tuas power allows me to get NTUC link points too. Carbon tax and transmission loss factor are included too. No extra security deposit if you have an account with SP Power, which most of us should have. Thank you."
5,"RCDEEA7  Use this to get DISCOUNT. 100% working  Tuas Power has been generating electricity for Singapore since 1999, and is the current market leader in the commercial industry with over 17,000 business customers."
5,"After careful and painstaking reviews of all the offerings, I tend to agree with all of you that it makes the most sense to sign up with a tried and tested provider, Tuas Power. Though not necessarily the cheapest, the added convenience of a single bill and other perks on offer, had me sold. Hope the journey ahead with a new provider is smooth sailing. Cheers!"
4,"Just signed up. Quick 10-15mins process. Can use Whatsapp of IC and Bill copy. Check the promotions page first if you want to use other available promos (e.g $60 rebate for 3 years fixed plan), instead of the referral program promo. Signed up with TP to remain having one SP bill and as it has decent fixed plan price. https://savewithtuas.com/promotions/"
5,"Agree with above points. Easy application process, no requirement for deposits and the ease of just receiving one single bill. "
5,Frds I signed up the Fixed 36 mths plan and I understand it is labelled as non-standard. The reason why it is non-standard per my conversation with Tuas Power Hotline (not roadshow reps) - The tenor is not 12 or 24 mths so other tenors are called non-standard - The auto renewal for 36 mths if you do nothing will default to the discounted tariff plan applicable at the point in time. However you can 30 days to switch to other TP plans free of charge if you so decide. Of course you can renew 18 days before contract finish and select a plan you like. - Rate is fixed for 36 mths for sure at 17.98cents so no worries on that part So pls bear in mind. 
5,"Short and sweet, benefit for you and me 1. single SP billing 2. $30 new sign up + $20 referal rebate off bill 3. no security deposit if existing SP customer 4. same payment methods arrangement with SP (no need to change) "
4,Just signed up for a 24 month package. main selling points were 1. single billing 2. $30 + $20 rebate 3. U Save rebates 
